Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27.00,No,Travel_Rarely,798.00,Research & Development,6.00,4.00,Medical,1.00,Female,66.00,2.00,1.00,Research Scientist,3.00,Divorced,"2,187.00","5,013.00",0.00,No,12.00,3.00,3.00,2.00,6.00,5.00,2.00,5.00,3.00,0.00,3.00
37.00,No,Travel_Rarely,558.00,Sales,2.00,3.00,Marketing,4.00,Male,75.00,3.00,2.00,Sales Executive,3.00,Married,"9,602.00","3,010.00",4.00,Yes,11.00,3.00,3.00,1.00,17.00,3.00,2.00,3.00,0.00,1.00,0.00
20.00,No,Travel_Rarely,959.00,Research & Development,1.00,3.00,Life Sciences,4.00,Female,83.00,2.00,1.00,Research Scientist,2.00,Single,"2,836.00","11,757.00",1.00,No,13.00,3.00,4.00,0.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00
42.00,No,Travel_Rarely,622.00,Research & Development,2.00,4.00,Life Sciences,3.00,Female,81.00,3.00,2.00,Healthcare Representative,4.00,Married,"4,089.00","5,718.00",1.00,No,13.00,3.00,2.00,2.00,10.00,4.00,3.00,10.00,2.00,2.00,2.00
43.00,No,Travel_Rarely,782.00,Research & Development,6.00,4.00,Other,2.00,Male,50.00,2.00,4.00,Research Director,4.00,Divorced,"16,627.00","2,671.00",4.00,Yes,14.00,3.00,3.00,1.00,21.00,3.00,2.00,1.00,0.00,0.00,0.00
38.00,No,Travel_Rarely,362.00,Research & Development,1.00,1.00,Life Sciences,3.00,Female,43.00,3.00,1.00,Research Scientist,1.00,Single,"2,619.00","14,561.00",3.00,No,17.00,3.00,4.00,0.00,8.00,3.00,2.00,0.00,0.00,0.00,0.00
43.00,No,Travel_Frequently,"1,001.00",Research & Development,9.00,5.00,Medical,4.00,Male,72.00,3.00,2.00,Laboratory Technician,3.00,Divorced,"5,679.00","19,627.00",3.00,Yes,13.00,3.00,2.00,1.00,10.00,3.00,3.00,8.00,7.00,4.00,7.00
48.00,No,Travel_Rarely,"1,236.00",Research & Development,1.00,4.00,Life Sciences,4.00,Female,40.00,2.00,4.00,Manager,1.00,Married,"15,402.00","17,997.00",7.00,No,11.00,3.00,1.00,1.00,21.00,3.00,1.00,3.00,2.00,0.00,2.00
44.00,No,Travel_Rarely,"1,112.00",Human Resources,1.00,4.00,Life Sciences,1.00,Female,50.00,2.00,2.00,Human Resources,3.00,Single,"5,985.00","26,894.00",4.00,No,11.00,3.00,2.00,0.00,10.00,1.00,4.00,2.00,2.00,0.00,2.00
34.00,No,Travel_Rarely,204.00,Sales,14.00,3.00,Technical Degree,3.00,Female,31.00,3.00,1.00,Sales Representative,3.00,Divorced,"2,579.00","2,912.00",1.00,Yes,18.00,3.00,4.00,2.00,8.00,3.00,3.00,8.00,2.00,0.00,6.00
27.00,Yes,Travel_Rarely,"1,420.00",Sales,2.00,1.00,Marketing,3.00,Male,85.00,3.00,1.00,Sales Representative,1.00,Divorced,"3,041.00","16,346.00",0.00,No,11.00,3.00,2.00,1.00,5.00,3.00,3.00,4.00,3.00,0.00,2.00
21.00,No,Travel_Rarely,"1,343.00",Sales,22.00,1.00,Technical Degree,3.00,Male,49.00,3.00,1.00,Sales Representative,3.00,Single,"3,447.00","24,444.00",1.00,No,11.00,3.00,3.00,0.00,3.00,2.00,3.00,3.00,2.00,1.00,2.00
44.00,No,Travel_Rarely,"1,315.00",Research & Development,3.00,4.00,Other,4.00,Male,35.00,3.00,5.00,Manager,4.00,Married,"19,513.00","9,358.00",4.00,Yes,12.00,3.00,1.00,1.00,26.00,2.00,4.00,2.00,2.00,0.00,1.00
22.00,No,Travel_Rarely,604.00,Research & Development,6.00,1.00,Medical,1.00,Male,69.00,3.00,1.00,Research Scientist,3.00,Married,"2,773.00","12,145.00",0.00,No,20.00,4.00,4.00,0.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00
33.00,No,Travel_Rarely,"1,216.00",Sales,8.00,4.00,Marketing,3.00,Male,39.00,3.00,2.00,Sales Executive,3.00,Divorced,"7,104.00","20,431.00",0.00,No,12.00,3.00,4.00,0.00,6.00,3.00,3.00,5.00,0.00,1.00,2.00
32.00,No,Travel_Rarely,646.00,Research & Development,9.00,4.00,Life Sciences,1.00,Female,92.00,3.00,2.00,Research Scientist,4.00,Married,"6,322.00","18,089.00",1.00,Yes,12.00,3.00,4.00,1.00,6.00,2.00,2.00,6.00,4.00,0.00,5.00
30.00,No,Travel_Frequently,160.00,Research & Development,3.00,3.00,Medical,3.00,Female,71.00,3.00,1.00,Research Scientist,3.00,Divorced,"2,083.00","22,653.00",1.00,No,20.00,4.00,3.00,1.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
53.00,No,Travel_Rarely,238.00,Sales,1.00,1.00,Medical,4.00,Female,34.00,3.00,2.00,Sales Executive,1.00,Single,"8,381.00","7,507.00",7.00,No,20.00,4.00,4.00,0.00,18.00,2.00,4.00,14.00,7.00,8.00,10.00
34.00,No,Travel_Rarely,"1,397.00",Research & Development,1.00,5.00,Life Sciences,2.00,Male,42.00,3.00,1.00,Research Scientist,4.00,Married,"2,691.00","7,660.00",1.00,No,12.00,3.00,4.00,1.00,10.00,4.00,2.00,10.00,9.00,8.00,8.00
45.00,Yes,Travel_Frequently,306.00,Sales,26.00,4.00,Life Sciences,1.00,Female,100.00,3.00,2.00,Sales Executive,1.00,Married,"4,286.00","5,630.00",2.00,No,14.00,3.00,4.00,2.00,5.00,4.00,3.00,1.00,1.00,0.00,0.00
26.00,No,Travel_Rarely,991.00,Research & Development,6.00,3.00,Life Sciences,3.00,Female,71.00,3.00,1.00,Laboratory Technician,4.00,Married,"2,659.00","17,759.00",1.00,Yes,13.00,3.00,3.00,1.00,3.00,2.00,3.00,3.00,2.00,0.00,2.00
37.00,No,Travel_Rarely,482.00,Research & Development,3.00,3.00,Other,3.00,Male,36.00,3.00,3.00,Manufacturing Director,3.00,Married,"9,434.00","9,606.00",1.00,No,15.00,3.00,3.00,1.00,10.00,2.00,3.00,10.00,7.00,7.00,8.00
29.00,No,Travel_Rarely,"1,176.00",Sales,3.00,2.00,Medical,2.00,Female,62.00,3.00,2.00,Sales Executive,3.00,Married,"5,561.00","3,487.00",1.00,No,14.00,3.00,1.00,1.00,6.00,5.00,2.00,6.00,0.00,1.00,2.00
35.00,No,Travel_Rarely,"1,017.00",Research & Development,6.00,4.00,Life Sciences,2.00,Male,82.00,1.00,2.00,Research Scientist,4.00,Single,"6,646.00","19,368.00",1.00,No,13.00,3.00,2.00,0.00,17.00,3.00,3.00,17.00,11.00,11.00,8.00
33.00,No,Travel_Frequently,"1,296.00",Research & Development,6.00,3.00,Life Sciences,3.00,Male,30.00,3.00,2.00,Healthcare Representative,4.00,Divorced,"7,725.00","5,335.00",3.00,No,23.00,4.00,3.00,1.00,15.00,2.00,1.00,13.00,11.00,4.00,7.00
54.00,No,Travel_Rarely,397.00,Human Resources,19.00,4.00,Medical,3.00,Male,88.00,3.00,3.00,Human Resources,2.00,Married,"10,725.00","6,729.00",2.00,No,15.00,3.00,3.00,1.00,16.00,1.00,4.00,9.00,7.00,7.00,1.00
36.00,No,Travel_Rarely,913.00,Research & Development,9.00,2.00,Medical,2.00,Male,48.00,2.00,2.00,Manufacturing Director,2.00,Divorced,"8,847.00","13,934.00",2.00,Yes,11.00,3.00,3.00,1.00,13.00,2.00,3.00,3.00,2.00,0.00,2.00
27.00,No,Travel_Rarely,"1,115.00",Research & Development,3.00,4.00,Medical,1.00,Male,54.00,2.00,1.00,Research Scientist,4.00,Single,"2,045.00","15,174.00",0.00,No,13.00,3.00,4.00,0.00,5.00,0.00,3.00,4.00,2.00,1.00,1.00
20.00,Yes,Travel_Rarely,"1,362.00",Research & Development,10.00,1.00,Medical,4.00,Male,32.00,3.00,1.00,Research Scientist,3.00,Single,"1,009.00","26,999.00",1.00,Yes,11.00,3.00,4.00,0.00,1.00,5.00,3.00,1.00,0.00,1.00,1.00
33.00,Yes,Travel_Frequently,"1,076.00",Research & Development,3.00,3.00,Life Sciences,1.00,Male,70.00,3.00,1.00,Research Scientist,1.00,Single,"3,348.00","3,164.00",1.00,Yes,11.00,3.00,1.00,0.00,10.00,3.00,3.00,10.00,8.00,9.00,7.00
35.00,No,Non-Travel,727.00,Research & Development,3.00,3.00,Life Sciences,3.00,Male,41.00,2.00,1.00,Laboratory Technician,3.00,Married,"1,281.00","16,900.00",1.00,No,18.00,3.00,3.00,2.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
23.00,No,Travel_Rarely,885.00,Research & Development,4.00,3.00,Medical,1.00,Male,58.00,4.00,1.00,Research Scientist,1.00,Married,"2,819.00","8,544.00",2.00,No,16.00,3.00,1.00,1.00,5.00,3.00,4.00,3.00,2.00,0.00,2.00
25.00,No,Travel_Rarely,810.00,Sales,8.00,3.00,Life Sciences,4.00,Male,57.00,4.00,2.00,Sales Executive,2.00,Married,"4,851.00","15,678.00",0.00,No,22.00,4.00,3.00,1.00,4.00,4.00,3.00,3.00,2.00,1.00,2.00
38.00,No,Travel_Rarely,243.00,Sales,7.00,4.00,Marketing,4.00,Female,46.00,2.00,2.00,Sales Executive,4.00,Single,"4,028.00","7,791.00",0.00,No,20.00,4.00,1.00,0.00,8.00,2.00,3.00,7.00,7.00,0.00,5.00
29.00,No,Travel_Frequently,806.00,Research & Development,1.00,4.00,Life Sciences,2.00,Male,76.00,1.00,1.00,Research Scientist,4.00,Divorced,"2,720.00","18,959.00",1.00,No,18.00,3.00,4.00,1.00,10.00,5.00,3.00,10.00,7.00,2.00,8.00
48.00,No,Travel_Rarely,817.00,Sales,2.00,1.00,Marketing,2.00,Male,56.00,4.00,2.00,Sales Executive,2.00,Married,"8,120.00","18,597.00",3.00,No,12.00,3.00,4.00,0.00,12.00,3.00,3.00,2.00,2.00,2.00,2.00
27.00,No,Travel_Frequently,"1,410.00",Sales,3.00,1.00,Medical,4.00,Female,71.00,4.00,2.00,Sales Executive,4.00,Divorced,"4,647.00","16,673.00",1.00,Yes,20.00,4.00,2.00,2.00,6.00,3.00,3.00,6.00,5.00,0.00,4.00
37.00,No,Travel_Rarely,"1,225.00",Research & Development,10.00,2.00,Life Sciences,4.00,Male,80.00,4.00,1.00,Research Scientist,4.00,Single,"4,680.00","15,232.00",3.00,No,17.00,3.00,1.00,0.00,4.00,2.00,3.00,1.00,0.00,0.00,0.00
50.00,No,Travel_Rarely,"1,207.00",Research & Development,28.00,1.00,Medical,4.00,Male,74.00,4.00,1.00,Laboratory Technician,3.00,Married,"3,221.00","3,297.00",1.00,Yes,11.00,3.00,3.00,3.00,20.00,3.00,3.00,20.00,8.00,3.00,8.00
34.00,No,Travel_Rarely,"1,442.00",Research & Development,9.00,3.00,Medical,4.00,Female,46.00,2.00,3.00,Healthcare Representative,2.00,Single,"8,621.00","17,654.00",1.00,No,14.00,3.00,2.00,0.00,9.00,3.00,4.00,8.00,7.00,7.00,7.00
24.00,Yes,Travel_Rarely,693.00,Sales,3.00,2.00,Life Sciences,1.00,Female,65.00,3.00,2.00,Sales Executive,3.00,Single,"4,577.00","24,785.00",9.00,No,14.00,3.00,1.00,0.00,4.00,3.00,3.00,2.00,2.00,2.00,0.00
39.00,No,Travel_Rarely,408.00,Research & Development,2.00,4.00,Technical Degree,4.00,Female,80.00,2.00,2.00,Healthcare Representative,3.00,Single,"4,553.00","20,978.00",1.00,No,11.00,3.00,1.00,0.00,20.00,4.00,3.00,20.00,7.00,11.00,10.00
32.00,No,Travel_Rarely,929.00,Sales,10.00,3.00,Marketing,4.00,Male,55.00,3.00,2.00,Sales Executive,4.00,Single,"5,396.00","21,703.00",1.00,No,12.00,3.00,4.00,0.00,10.00,2.00,2.00,10.00,7.00,0.00,8.00
50.00,Yes,Travel_Frequently,562.00,Sales,8.00,2.00,Technical Degree,2.00,Male,50.00,3.00,2.00,Sales Executive,3.00,Married,"6,796.00","23,452.00",3.00,Yes,14.00,3.00,1.00,1.00,18.00,4.00,3.00,4.00,3.00,1.00,3.00
38.00,No,Travel_Rarely,827.00,Research & Development,1.00,4.00,Life Sciences,2.00,Female,33.00,4.00,2.00,Healthcare Representative,4.00,Single,"7,625.00","19,383.00",0.00,No,13.00,3.00,3.00,0.00,10.00,4.00,2.00,9.00,7.00,1.00,8.00
27.00,No,Travel_Rarely,608.00,Research & Development,1.00,2.00,Life Sciences,3.00,Female,68.00,3.00,3.00,Manufacturing Director,1.00,Married,"7,412.00","6,009.00",1.00,No,11.00,3.00,4.00,0.00,9.00,3.00,3.00,9.00,7.00,0.00,7.00
32.00,No,Travel_Rarely,"1,018.00",Research & Development,3.00,2.00,Life Sciences,3.00,Female,39.00,3.00,3.00,Research Director,4.00,Single,"11,159.00","19,373.00",3.00,No,15.00,3.00,4.00,0.00,10.00,6.00,3.00,7.00,7.00,7.00,7.00
47.00,No,Travel_Rarely,703.00,Sales,14.00,4.00,Marketing,4.00,Male,42.00,3.00,2.00,Sales Executive,1.00,Single,"4,960.00","11,825.00",2.00,No,12.00,3.00,4.00,0.00,20.00,2.00,3.00,7.00,7.00,1.00,7.00
40.00,No,Travel_Frequently,580.00,Sales,5.00,4.00,Life Sciences,4.00,Male,48.00,2.00,3.00,Sales Executive,1.00,Married,"10,475.00","23,772.00",5.00,Yes,21.00,4.00,3.00,1.00,20.00,2.00,3.00,18.00,13.00,1.00,12.00
53.00,No,Travel_Rarely,970.00,Research & Development,7.00,3.00,Life Sciences,3.00,Male,59.00,4.00,4.00,Research Director,3.00,Married,"14,814.00","13,514.00",3.00,No,19.00,3.00,3.00,0.00,32.00,3.00,3.00,5.00,1.00,1.00,3.00
41.00,No,Travel_Rarely,427.00,Human Resources,10.00,4.00,Human Resources,2.00,Male,73.00,2.00,5.00,Manager,4.00,Divorced,"19,141.00","8,861.00",3.00,No,15.00,3.00,2.00,3.00,23.00,2.00,2.00,21.00,6.00,12.00,6.00
60.00,No,Travel_Rarely,"1,179.00",Sales,16.00,4.00,Marketing,1.00,Male,84.00,3.00,2.00,Sales Executive,1.00,Single,"5,405.00","11,924.00",8.00,No,14.00,3.00,4.00,0.00,10.00,1.00,3.00,2.00,2.00,2.00,2.00
27.00,No,Travel_Frequently,294.00,Research & Development,10.00,2.00,Life Sciences,4.00,Male,32.00,3.00,3.00,Manufacturing Director,1.00,Divorced,"8,793.00","4,809.00",1.00,No,21.00,4.00,3.00,2.00,9.00,4.00,2.00,9.00,7.00,1.00,7.00
41.00,No,Travel_Rarely,314.00,Human Resources,1.00,3.00,Human Resources,4.00,Male,59.00,2.00,5.00,Manager,3.00,Married,"19,189.00","19,562.00",1.00,No,12.00,3.00,2.00,1.00,22.00,3.00,3.00,22.00,7.00,2.00,10.00
50.00,No,Travel_Rarely,316.00,Sales,8.00,4.00,Marketing,4.00,Male,54.00,3.00,1.00,Sales Representative,2.00,Married,"3,875.00","9,983.00",7.00,No,15.00,3.00,4.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00
28.00,Yes,Travel_Rarely,654.00,Research & Development,1.00,2.00,Life Sciences,1.00,Female,67.00,1.00,1.00,Research Scientist,2.00,Single,"2,216.00","3,872.00",7.00,Yes,13.00,3.00,4.00,0.00,10.00,4.00,3.00,7.00,7.00,3.00,7.00
36.00,No,Non-Travel,427.00,Research & Development,8.00,3.00,Life Sciences,1.00,Female,63.00,4.00,3.00,Research Director,1.00,Married,"11,713.00","20,335.00",9.00,No,14.00,3.00,1.00,1.00,10.00,2.00,3.00,8.00,7.00,0.00,5.00
38.00,No,Travel_Rarely,168.00,Research & Development,1.00,3.00,Life Sciences,3.00,Female,81.00,3.00,3.00,Manufacturing Director,3.00,Single,"7,861.00","15,397.00",4.00,Yes,14.00,3.00,4.00,0.00,10.00,4.00,4.00,1.00,0.00,0.00,0.00
44.00,No,Non-Travel,381.00,Research & Development,24.00,3.00,Medical,1.00,Male,49.00,1.00,1.00,Laboratory Technician,3.00,Single,"3,708.00","2,104.00",2.00,No,14.00,3.00,3.00,0.00,9.00,5.00,3.00,5.00,2.00,1.00,4.00
47.00,No,Travel_Frequently,217.00,Sales,3.00,3.00,Medical,4.00,Female,49.00,3.00,4.00,Sales Executive,3.00,Divorced,"13,770.00","10,225.00",9.00,Yes,12.00,3.00,4.00,2.00,28.00,2.00,2.00,22.00,2.00,11.00,13.00
30.00,No,Travel_Rarely,501.00,Sales,27.00,5.00,Marketing,3.00,Male,99.00,3.00,2.00,Sales Executive,4.00,Divorced,"5,304.00","25,275.00",7.00,No,23.00,4.00,4.00,1.00,10.00,2.00,2.00,8.00,7.00,7.00,7.00
29.00,No,Travel_Rarely,"1,396.00",Sales,10.00,3.00,Life Sciences,3.00,Male,99.00,3.00,1.00,Sales Representative,3.00,Single,"2,642.00","2,755.00",1.00,No,11.00,3.00,3.00,0.00,1.00,6.00,3.00,1.00,0.00,0.00,0.00
42.00,Yes,Travel_Frequently,933.00,Research & Development,19.00,3.00,Medical,3.00,Male,57.00,4.00,1.00,Research Scientist,3.00,Divorced,"2,759.00","20,366.00",6.00,Yes,12.00,3.00,4.00,0.00,7.00,2.00,3.00,2.00,2.00,2.00,2.00
43.00,No,Travel_Frequently,775.00,Sales,15.00,3.00,Life Sciences,4.00,Male,47.00,2.00,2.00,Sales Executive,4.00,Married,"6,804.00","23,683.00",3.00,No,18.00,3.00,3.00,1.00,7.00,5.00,3.00,2.00,2.00,2.00,2.00
34.00,No,Travel_Rarely,970.00,Research & Development,8.00,2.00,Medical,2.00,Female,96.00,3.00,2.00,Healthcare Representative,3.00,Single,"6,142.00","7,360.00",3.00,No,11.00,3.00,4.00,0.00,10.00,2.00,3.00,5.00,1.00,4.00,3.00
23.00,No,Travel_Rarely,650.00,Research & Development,9.00,1.00,Medical,2.00,Male,37.00,3.00,1.00,Laboratory Technician,1.00,Married,"2,500.00","4,344.00",1.00,No,14.00,3.00,4.00,1.00,5.00,2.00,4.00,4.00,3.00,0.00,2.00
39.00,No,Travel_Rarely,141.00,Human Resources,3.00,3.00,Human Resources,3.00,Female,44.00,4.00,2.00,Human Resources,2.00,Married,"6,389.00","18,767.00",9.00,No,15.00,3.00,3.00,1.00,12.00,3.00,1.00,8.00,3.00,3.00,6.00
56.00,No,Travel_Rarely,832.00,Research & Development,9.00,3.00,Medical,3.00,Male,81.00,3.00,4.00,Healthcare Representative,4.00,Married,"11,103.00","20,420.00",7.00,No,11.00,3.00,3.00,0.00,30.00,1.00,2.00,10.00,7.00,1.00,1.00
40.00,No,Travel_Rarely,804.00,Research & Development,2.00,1.00,Medical,4.00,Female,86.00,2.00,1.00,Research Scientist,4.00,Single,"2,342.00","22,929.00",0.00,Yes,20.00,4.00,4.00,0.00,5.00,2.00,2.00,4.00,2.00,2.00,3.00
27.00,No,Travel_Rarely,975.00,Research & Development,7.00,3.00,Medical,4.00,Female,55.00,2.00,2.00,Healthcare Representative,1.00,Single,"6,811.00","23,398.00",8.00,No,19.00,3.00,1.00,0.00,9.00,2.00,1.00,7.00,6.00,0.00,7.00
29.00,No,Travel_Rarely,"1,090.00",Sales,10.00,3.00,Marketing,4.00,Male,83.00,3.00,1.00,Sales Representative,2.00,Divorced,"2,297.00","17,967.00",1.00,No,14.00,3.00,4.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00
53.00,No,Travel_Rarely,346.00,Research & Development,6.00,3.00,Life Sciences,4.00,Male,86.00,3.00,2.00,Laboratory Technician,4.00,Single,"2,450.00","10,919.00",2.00,No,17.00,3.00,4.00,0.00,19.00,4.00,3.00,2.00,2.00,2.00,2.00
35.00,No,Non-Travel,"1,225.00",Research & Development,2.00,4.00,Life Sciences,4.00,Female,61.00,3.00,2.00,Healthcare Representative,1.00,Divorced,"5,093.00","4,761.00",2.00,No,11.00,3.00,1.00,1.00,16.00,2.00,4.00,1.00,0.00,0.00,0.00
32.00,No,Travel_Frequently,430.00,Research & Development,24.00,4.00,Life Sciences,1.00,Male,80.00,3.00,2.00,Laboratory Technician,4.00,Married,"5,309.00","21,146.00",1.00,No,15.00,3.00,4.00,2.00,10.00,2.00,3.00,10.00,8.00,4.00,7.00
38.00,No,Travel_Rarely,268.00,Research & Development,2.00,5.00,Medical,4.00,Male,92.00,3.00,1.00,Research Scientist,3.00,Married,"3,057.00","20,471.00",6.00,Yes,13.00,3.00,2.00,1.00,6.00,0.00,1.00,1.00,0.00,0.00,1.00
34.00,No,Travel_Rarely,167.00,Research & Development,8.00,5.00,Life Sciences,2.00,Female,32.00,3.00,2.00,Manufacturing Director,1.00,Divorced,"5,121.00","4,187.00",3.00,No,14.00,3.00,3.00,1.00,7.00,3.00,3.00,0.00,0.00,0.00,0.00
52.00,No,Travel_Rarely,621.00,Sales,3.00,4.00,Marketing,3.00,Male,31.00,2.00,4.00,Manager,1.00,Married,"16,856.00","10,084.00",1.00,No,11.00,3.00,1.00,0.00,34.00,3.00,4.00,34.00,6.00,1.00,16.00
33.00,Yes,Travel_Rarely,527.00,Research & Development,1.00,4.00,Other,4.00,Male,63.00,3.00,1.00,Research Scientist,4.00,Single,"2,686.00","5,207.00",1.00,Yes,13.00,3.00,3.00,0.00,10.00,2.00,2.00,10.00,9.00,7.00,8.00
25.00,No,Travel_Rarely,883.00,Sales,26.00,1.00,Medical,3.00,Female,32.00,3.00,2.00,Sales Executive,4.00,Single,"6,180.00","22,807.00",1.00,No,23.00,4.00,2.00,0.00,6.00,5.00,2.00,6.00,5.00,1.00,4.00
45.00,No,Travel_Rarely,954.00,Sales,2.00,2.00,Technical Degree,2.00,Male,46.00,1.00,2.00,Sales Representative,3.00,Single,"6,632.00","12,388.00",0.00,No,13.00,3.00,1.00,0.00,9.00,3.00,3.00,8.00,7.00,3.00,1.00
23.00,No,Travel_Rarely,310.00,Research & Development,10.00,1.00,Medical,1.00,Male,79.00,4.00,1.00,Research Scientist,3.00,Single,"3,505.00","19,630.00",1.00,No,18.00,3.00,4.00,0.00,2.00,3.00,3.00,2.00,2.00,0.00,2.00
47.00,Yes,Travel_Frequently,719.00,Sales,27.00,2.00,Life Sciences,2.00,Female,77.00,4.00,2.00,Sales Executive,3.00,Single,"6,397.00","10,339.00",4.00,Yes,12.00,3.00,4.00,0.00,8.00,2.00,3.00,5.00,4.00,1.00,3.00
34.00,No,Travel_Rarely,304.00,Sales,2.00,3.00,Other,4.00,Male,60.00,3.00,2.00,Sales Executive,4.00,Single,"6,274.00","18,686.00",1.00,No,22.00,4.00,3.00,0.00,6.00,5.00,3.00,6.00,5.00,1.00,4.00
55.00,Yes,Travel_Rarely,725.00,Research & Development,2.00,3.00,Medical,4.00,Male,78.00,3.00,5.00,Manager,1.00,Married,"19,859.00","21,199.00",5.00,Yes,13.00,3.00,4.00,1.00,24.00,2.00,3.00,5.00,2.00,1.00,4.00
36.00,No,Non-Travel,"1,434.00",Sales,8.00,4.00,Life Sciences,1.00,Male,76.00,2.00,3.00,Sales Executive,1.00,Single,"7,587.00","14,229.00",1.00,No,15.00,3.00,2.00,0.00,10.00,1.00,3.00,10.00,7.00,0.00,9.00
52.00,No,Non-Travel,715.00,Research & Development,19.00,4.00,Medical,4.00,Male,41.00,3.00,1.00,Research Scientist,4.00,Married,"4,258.00","26,589.00",0.00,No,18.00,3.00,1.00,1.00,5.00,3.00,3.00,4.00,3.00,1.00,2.00
26.00,No,Travel_Frequently,575.00,Research & Development,1.00,2.00,Life Sciences,1.00,Female,71.00,1.00,1.00,Laboratory Technician,4.00,Divorced,"4,364.00","5,288.00",3.00,No,14.00,3.00,1.00,1.00,5.00,2.00,3.00,2.00,2.00,2.00,0.00
29.00,No,Travel_Rarely,657.00,Research & Development,27.00,3.00,Medical,2.00,Female,66.00,3.00,2.00,Healthcare Representative,3.00,Married,"4,335.00","25,549.00",4.00,No,12.00,3.00,1.00,1.00,11.00,3.00,2.00,8.00,7.00,1.00,1.00
26.00,Yes,Travel_Rarely,"1,146.00",Sales,8.00,3.00,Technical Degree,4.00,Male,38.00,2.00,2.00,Sales Executive,1.00,Single,"5,326.00","3,064.00",6.00,No,17.00,3.00,3.00,0.00,6.00,2.00,2.00,4.00,3.00,1.00,2.00
34.00,No,Travel_Rarely,182.00,Research & Development,1.00,4.00,Life Sciences,2.00,Female,72.00,4.00,1.00,Research Scientist,4.00,Single,"3,280.00","13,551.00",2.00,No,16.00,3.00,3.00,0.00,10.00,2.00,3.00,4.00,2.00,1.00,3.00
54.00,No,Travel_Rarely,376.00,Research & Development,19.00,4.00,Medical,4.00,Female,95.00,3.00,2.00,Manufacturing Director,1.00,Divorced,"5,485.00","22,670.00",9.00,Yes,11.00,3.00,2.00,2.00,9.00,4.00,3.00,5.00,3.00,1.00,4.00
27.00,No,Travel_Frequently,829.00,Sales,8.00,1.00,Marketing,3.00,Male,84.00,3.00,2.00,Sales Executive,4.00,Married,"4,342.00","24,008.00",0.00,No,19.00,3.00,2.00,1.00,5.00,3.00,3.00,4.00,2.00,1.00,1.00
37.00,No,Travel_Rarely,571.00,Research & Development,10.00,1.00,Life Sciences,4.00,Female,82.00,3.00,1.00,Research Scientist,1.00,Divorced,"2,782.00","19,905.00",0.00,Yes,13.00,3.00,2.00,2.00,6.00,3.00,2.00,5.00,3.00,4.00,3.00
38.00,No,Travel_Frequently,240.00,Research & Development,2.00,4.00,Life Sciences,1.00,Female,75.00,4.00,2.00,Manufacturing Director,1.00,Single,"5,980.00","26,085.00",6.00,Yes,12.00,3.00,4.00,0.00,17.00,2.00,3.00,15.00,7.00,4.00,12.00
34.00,No,Travel_Rarely,121.00,Research & Development,2.00,4.00,Medical,3.00,Female,86.00,2.00,1.00,Research Scientist,1.00,Single,"4,381.00","7,530.00",1.00,No,11.00,3.00,3.00,0.00,6.00,3.00,3.00,6.00,5.00,1.00,3.00
35.00,No,Travel_Rarely,384.00,Sales,8.00,4.00,Life Sciences,1.00,Female,72.00,3.00,1.00,Sales Representative,4.00,Married,"2,572.00","20,317.00",1.00,No,16.00,3.00,2.00,1.00,3.00,1.00,2.00,3.00,2.00,0.00,2.00
30.00,No,Travel_Rarely,921.00,Research & Development,1.00,3.00,Life Sciences,4.00,Male,38.00,1.00,1.00,Laboratory Technician,3.00,Married,"3,833.00","24,375.00",3.00,No,21.00,4.00,3.00,2.00,7.00,2.00,3.00,2.00,2.00,0.00,2.00
40.00,No,Travel_Frequently,791.00,Research & Development,2.00,2.00,Medical,3.00,Female,38.00,4.00,2.00,Healthcare Representative,2.00,Married,"4,244.00","9,931.00",1.00,No,24.00,4.00,4.00,1.00,8.00,2.00,3.00,8.00,7.00,3.00,7.00
34.00,No,Travel_Rarely,"1,111.00",Sales,8.00,2.00,Life Sciences,3.00,Female,93.00,3.00,2.00,Sales Executive,1.00,Married,"6,500.00","13,305.00",5.00,No,17.00,3.00,2.00,1.00,6.00,1.00,3.00,3.00,2.00,1.00,2.00
42.00,No,Travel_Frequently,570.00,Research & Development,8.00,3.00,Life Sciences,2.00,Male,66.00,3.00,5.00,Manager,4.00,Divorced,"18,430.00","16,225.00",1.00,No,13.00,3.00,2.00,1.00,24.00,4.00,2.00,24.00,7.00,14.00,9.00
23.00,Yes,Travel_Rarely,"1,243.00",Research & Development,6.00,3.00,Life Sciences,3.00,Male,63.00,4.00,1.00,Laboratory Technician,1.00,Married,"1,601.00","3,445.00",1.00,Yes,21.00,4.00,3.00,2.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00
